callid,rm ai label
3b3260deea66438f8fce99cf67ef4b39,A
0d68fd312e3c4fe585366bd7a4340087,A
db741ad363f846c0875a72b884847988,A
d542209c1b2344a9bc1386d39d42d789,A
56e6a2dc461c4e0abc30b41dce500537,A
89b1ebea2da34b65a37f0852ed6c7026,A
9698ec43687044f49435f23fd84864ed,A
4c7671e29c3d4a7a8346faf6b4abfbb7,A
4b9401c2bf364eaa912217edae7ddcb0,A
c8f80bd979df4808a396044b4cd80daa,A
5dadaae039cc417081443e3adb08b4f5,A
a40ad17f374644e1958e9faa57897e87,A
0ae6607f02e941ffa91886d923a94937,A
96969b5ae4f44a4abe57dc9f33b758b0,A
f3d2666b65d34a7cb1ed1b232a498dfe,A
9bbb8a4cb9f949d992e4f3f668b167be,A
e7f423a26d084b79aef163eed57fabb5,A
35f7bf0a71bc4f8b8ea9e934194a79fd,A
6a3d82e2b5e7497cb247cd34863b03fe,A
43e6cebd550d4bb08b2c9a7711fec443,A
b9742bb3639a403e85bf3523694f9e92,A
67cf76b62fab4a01ab50bb10e673f499,A
4d3a4dbad75b4b50b97f763e0ac19a9b,A
76d288754b12449cb392f4bf568f7344,A
9d13a232aadf40b4ab2a9cc245718b86,A
0efbaea766af4a9da034befb01f4dcb8,B
9ab5ccb14e534ba9b3e15872f4394256,B
e3c3f452894445fb923d0c43c1d4f9f6,B
37d97d6c22e943c4a74aee6affb83cad,B
c5c13ba27d25472e802ad3e7d78bb6f3,C
d5c08841b4dc4005a624667981beca9c,C
d4b4acfc772246cea320cdd57ec70f0a,C
82fc28a9831d42e0ab8ca22de483c20b,C
250dbd816f184edab198a219b096af69,C
5bbd5b71fe9948618af8a96a35030a74,C
7cd0c06996e14b8b921da35dbf72da78,C
007661a05e34498aa67a5b51210d6776,C
65e21f77fde442078e2d7486d8513560,C
2a070fa2d65d49049260ef4972e2e133,C
dea7e44f91eb456180c1787f00517d8b,C
ff7dfe23b520402488de417ba8add126,C
b831fb73ab634a61897616528db8d9aa,C
15e664aea4764509b7c5cf394c7d85c2,C
20ee877e76b7447e96deb9fede13b0ad,C
504fae27da6547a194da7883e5147aee,C
c32567e4cd9f40a49eab0cd16f55cb03,C
1fa526c14c0e4970ba509be541dbab5c,C
94ba972f4184444e8199c848a715a624,C
1a0284d8d7a348dbba39d55cd1717918,D
f9f6d587baa34fd48242563c4d42145e,D
3a4f55e4b4ac46059f6733d989c3d347,D
4dc5612bec4643f5855a1f18f3e72293,D
9560b823face48fe858e221ec0fd71d3,D
2e86d3d4fb17425f8d6b8b9fc984b4ee,D
0b4e3e29cbf8412180987c16856d0a1b,D
011b1c28c31948b7956e93a32cf497c7,D
4a11975c4b624c36bbaaae58a795d0b8,D
4230caffed5c4872a9cbd71fc26bad20,D
15a8dd0ae72a490085b4643473ff3edb,D
b17d3ea9685c41c3807e537baa1c2858,D
bb216901a8434f7498a4f8214307cd44,D
23133e73ce0f44f9bf56e9143f203a44,D
c6bf30cbcb7340069abbfef7da309449,D
5e3b453173de40aaa4e6443b975e3eee,D
e3b0d5f166e0438fa6d3789ea3020f82,D
cc2b602d67684284aa37bd5e14b58879,D
440093a574f14e5ba32189aa487037bd,D
8631293154584e33b251a618beaa241d,D
edc616f9a305431894e3ddeda90c28d3,D
8f7afb4c4b354aa08c45a9cacbff5ca6,D
5533367a4b114c988c4e3611ca173b5c,D
36997abe24f240ada9eebc03de62d89f,D
d9eceaefeb4a4f088f9054daa57c9698,D
6b151f826a6149f9b0df21f31a4d4718,D
f170507190e54dc08339c5bdb2cf0112,D
bfb2a060e69c4d6aa59cfc753c1eb9e7,D
