callid,rm ai label
794294bf22e940609431cc9d38fe6fda,A
99ca57c309a049fc857be36d167a2b7a,A
bc8b13ae62f1488db0d7186c014e2057,A
74379457e561421391169a7b75887486,A
7b494e268e0147a69c8bb6324f769d6f,A
4d02a22f4fbf476fb34dc236fdfb974e,A
ff89283803d342d7a2c7fc064d553d14,A
96656c5eb0a2467b8abf9a13e961cbf4,A
ebe7d6d233744f3ead2d59820854c30d,A
12a1576b3c5c44929503a6b024c51b37,A
077ea3ef9aa1463d9871a124e483c9f5,A
1ecc1ea8d3444e7eaa8a8f46dd43f370,A
2a5214657ea54367b86f2e67c485fe68,A
077b639ff2794dfabbe39025b41bd624,A
1dfaeb92119040b1810d5270692f3b78,A
368472da57af4e52bd0f31d6bd29db7b,A
e3905bcd0d0842c08f28e1b5e0950474,A
758e4f1435a547c99990fe5e65c3a3c4,A
dbb6c44d939a44238bcd45f9a3c5dac9,A
32314d6a580144958c6647dd389bba00,A
c3e1ce46bb58488c8e2d39209a4da5fa,A
cf6dc5fb57b34a57925c9f075b3dc4f0,A
260d8a80898f443696c5801108f0088f,A
d55e353675ec4bf2ae40be7ca0c59551,A
eb548ebea8694306bf68c859fd4b91bc,A
31a280d20c8145759192171510b6ffc6,A
efdf023034d146fc8c9c9d8f222e4fcb,A
78ac97ba3273472798267393ddf93647,A
d24fb29dcbef4bcdb268e142e014cb09,A
999bb48ae240468bb2fe43783bf4557d,A
e4d5f62978b04c58947b2ee085cc834c,B
4cab5ba56ca24421b41eaaa81d753254,B
d9ec2582ee47477099d64d40cbcfe36f,B
d0fdd50515904a6e96aa866d824b067d,B
9352055a2f614aaaa01521744072c543,B
c77ed54bb5b545feaba6db3cf90b2845,B
ee93b2dad5c34c13aa1a974f4225d35e,B
5b8d00ee0a0e46569aca090827eaba0a,B
b0d407cccb4448ad96400a3eac831280,B
0e0afc7b7f3340759c7dd993a0202e98,B
25b1d1b3926b49ff94107c21c001b8a9,B
cc2575ee6e8c477da94100d347cc1b8f,B
581edc79a46b49ec9b1757ec285dc152,B
6c97dc397e0a41cb8c288c17191e1121,B
03dc7df406fd48c4a30e00a90fbcdaf8,B
5d31ee52af04472c9fc878ab3d893a7b,B
e018199123a043b5b2e84fb7ea596216,B
15ac046b34c64ee9abe7b3fdfa8d0cde,B
f184791c7a1d4283b63a44f7847d1943,B
d17024e303f94beebce1856dab200c46,B
2a43a16bea574e1c811df5cdd6d21704,B
077c4e2ec61c4e5d852beb462f5b5d55,B
08aebb7957054aae96031642fcc3c6ae,B
7f129f5b3fef45989b1a9d3e4d6f8ac5,B
98cffa8f5ed44cb59d79720bb140e00c,B
13623552e5db48f6ae09e5a9bca2b83b,B
8734a790dd1344fda50c6bdccbd4a8b6,B
e94735eb46a4498ba73a6c33127a5a4c,B
1bde3b8abd9642f98aad9e507147554e,B
4ddb9f22d2b04dfca878e77017f33955,B
a4ed76981efb4c1092127244aa6cb8a6,C
53c6b774db6b471aa3a271ae667455d6,C
017d52416d3347ecbf477fdc05d83c71,C
cfadcbbec0a94af191f086a07624bad8,C
d89c812110e94c2caaf7408c10413cd4,C
2fe34737a71d4754a8e3befd0b2879e2,C
b200cbc866334087b7e8682e56489e98,C
ee518313c3d14e0b9ef0e9a7b35382f2,C
009192388b184dc1931ab3e643c21f9d,C
da29db96ffa44ff78750d310e80a6e52,C
97d8713fee8a471582d0734999737b37,C
4a0b26ecc7f849459f224cece60371a8,C
fa1f218840474467b80e64589ee4a1ee,C
91858bb45bd841f19782e18ed48a0a38,C
43102055b7154e9ca5e75a44a2c1ae19,C
7da7a092010e4ff598363b913505c95a,C
f2061102fef648e49c56a86151eaca1b,C
86b04268815b4437ac586260efe42258,C
216f1ad6b7924e779654c442884ed23d,C
218fa1a6fb13452ea4889a35e3a6f7a4,C
0e8d376f77604a0f915dc7fbb4921865,C
14cba9e837ac47ecae448ae9b12f527c,C
1e9ea8c29cd349d7aa6031506205c89e,C
17b0d4e8583345c8835365bc4814489a,C
ec00d11e4ebf435490a249b9cd01aed5,C
dd2acb6ee8b7456a8518c8ef2aba85dd,C
e561b6880dc3473b8f9bfb2c82bd2bd7,C
239ea14698f1480895d80b8694575003,C
e0872f25e6ff47baa174b1015e8cbca6,C
6358ee740ff04dccb128b6a5597367a8,C
2909b093cada4785a93d8f8902aa8d79,D
0bd04e8a2940424996fefaac57217535,D
f7c1c81137a148d7bc87d7920d8ae3c5,D
a4e049de4a504313a17114f8362245f2,D
86d0546d192049c6ad468047c08a6c2f,D
7ddc49f711564ea6969c80d6ede3120d,D
addf582798554e3b85067e95137bc1c8,D
076733e5e04c47c6b0594eafba749054,D
f18f2108f6cd4ac68597172c9ee6033a,D
f22eb62397fd47759a5395b252e80bd0,D
14d41586ebf94146aa7a0e5d273115bf,D
d1fb3f42091d481ba6c4b2f8494eba93,D
aae509e274b4473fa83265b8fef54eda,D
91cad36860b04bf9b1376c65d60338c7,D
e11218c46c6345839fa458604c723ef2,D
ffcbd61ae8f24f1899fdbe4da2d9917f,D
46b4341f36164b85878d74896c0fcb6f,D
7fcfa66c02384f109ccbcdd22b79a09c,D
db97bf486bfc46ed8bdceab94e1c9652,D
b6f37494ab2f463ebda585f3a95c05a0,D
742a9ea0b0654a37a4a9a8ab8d7713f7,D
cccf442d757c40a692983ef875b74b46,D
1ecd6041936f4c07bd777dd5a395847b,D
b012e9544af248339e4d209e50c59a9b,D
2fd2fe1c20114015998e1e0d019f10dc,D
c91d725a014849aa9ca19ebd6cbe2492,D
c08ce4c763b74e8ab28931e16aff663d,D
b0f6cb864f3f48d595286c8d326014b9,D
7ebaae52180844acba7be5f88b342fd3,D
3f0f0806bf044cd7a71c573eba8e7011,D
3bf09e8f73144417ba9fdf8a698231dd,D
4eff6f5e036048fca9d0735e69bbcc43,D
1c5a2adf884349e8a2feebe692eac197,D
